Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
Malaysia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.006869857,0.349438286,1.800322314,"per 100,000",,
Malaysia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.969487045,0.336562991,1.756831135,"per 100,000",,
Malaysia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.907181144,0.323160664,1.649975364,"per 100,000",,
Malaysia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.898799261,0.31182921,1.651473282,"per 100,000",,
Malaysia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.90506881,0.317766449,1.664537506,"per 100,000",,
Malaysia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.963107273,0.339391179,1.772149492,"per 100,000",,
Malaysia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.013412395,0.351352212,1.854829393,"per 100,000",,
Malaysia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.062330564,0.370701071,1.912340848,"per 100,000",,
Malaysia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.124374796,0.39818408,2.02741726,"per 100,000",,
Myanmar,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,124.6237473,42.75593773,231.8916103,"per 100,000",,
Myanmar,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,125.9840923,42.81059427,233.4360858,"per 100,000",,
Myanmar,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,127.1073338,42.8719867,234.4901671,"per 100,000",,
Myanmar,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.2110334,43.41726885,237.5720551,"per 100,000",,
Myanmar,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,129.3500605,43.88868957,240.045074,"per 100,000",,
Myanmar,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,130.3878663,44.18899552,243.9129884,"per 100,000",,
Myanmar,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,132.1328278,44.89571408,245.7795335,"per 100,000",,
Myanmar,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,134.1992487,45.43078979,249.7781448,"per 100,000",,
Myanmar,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,136.3146358,47.18352556,250.7940216,"per 100,000",,
Myanmar,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,138.6481626,48.80083313,253.7350915,"per 100,000",,
Myanmar,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,140.474572,49.54351803,256.8752927,"per 100,000",,
Myanmar,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,141.470839,49.92285032,259.5424114,"per 100,000",,
Myanmar,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,141.3695246,50.1670749,255.4961084,"per 100,000",,
Myanmar,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,140.6672795,50.66241754,252.8469446,"per 100,000",,
Myanmar,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,140.1875854,50.54405338,250.2840374,"per 100,000",,
Myanmar,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,138.2339729,49.30344715,246.2962786,"per 100,000",,
Myanmar,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,137.2687717,48.66811293,243.1178246,"per 100,000",,
Myanmar,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,134.9783511,47.77309696,238.8202287,"per 100,000",,
Myanmar,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,132.5849114,46.58825182,233.2771575,"per 100,000",,
Myanmar,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,130.5025155,46.0210011,226.5176016,"per 100,000",,
Myanmar,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.4261479,44.82479858,222.1807054,"per 100,000",,
Myanmar,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.3529186,45.43332491,221.5072036,"per 100,000",,
Myanmar,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.5161374,45.82971766,220.1972979,"per 100,000",,
Myanmar,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,129.5197353,45.91293471,221.3793506,"per 100,000",,
Myanmar,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,130.892375,47.15212123,222.6469042,"per 100,000",,
Myanmar,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,132.6761005,47.79584649,225.4724664,"per 100,000",,
Myanmar,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,134.5960757,48.1269709,228.6730916,"per 100,000",,
Myanmar,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,135.9138634,48.37607289,232.15199,"per 100,000",,
Myanmar,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.185436573,2.10270376,11.47657788,"per 100,000",,
Myanmar,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.269302341,2.116146767,11.66785721,"per 100,000",,
Myanmar,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.345888388,2.137365177,11.81475554,"per 100,000",,
Myanmar,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.425178451,2.161858507,11.9976585,"per 100,000",,
Myanmar,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.509770803,2.203470006,12.13248764,"per 100,000",,
Myanmar,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.593837855,2.228933994,12.13901791,"per 100,000",,
Myanmar,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.717440969,2.262369689,12.43596802,"per 100,000",,
Myanmar,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.862219223,2.321914555,12.72238773,"per 100,000",,
Myanmar,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.014833455,2.371641552,13.02815004,"per 100,000",,
Myanmar,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.18113433,2.455192915,13.27940745,"per 100,000",,
Myanmar,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.318925573,2.537919455,13.46470249,"per 100,000",,
Myanmar,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.4142121,2.568823928,13.57038992,"per 100,000",,
Myanmar,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.456025996,2.605357856,13.53124102,"per 100,000",,
Myanmar,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.470402358,2.613760528,13.43190845,"per 100,000",,
Myanmar,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.494488997,2.62497936,13.32720055,"per 100,000",,
Myanmar,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.444841301,2.630722448,13.05662873,"per 100,000",,
Myanmar,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.436949899,2.611641592,13.0431029,"per 100,000",,
Myanmar,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.364202466,2.569683273,12.87191462,"per 100,000",,
Myanmar,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.272168967,2.529356675,12.78760844,"per 100,000",,
Myanmar,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.211424571,2.501384888,12.55969751,"per 100,000",,
Myanmar,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.145479642,2.487573861,12.39501498,"per 100,000",,
Myanmar,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.180535312,2.494500616,12.42100694,"per 100,000",,
Myanmar,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.232478985,2.522120608,12.44153534,"per 100,000",,
Myanmar,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.326239896,2.540376815,12.55291977,"per 100,000",,
Myanmar,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.441900007,2.624039624,12.74022239,"per 100,000",,
Myanmar,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.562391409,2.669432005,12.92076198,"per 100,000",,
Myanmar,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.690222142,2.725778318,13.15743567,"per 100,000",,
Myanmar,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.777652935,2.73822141,13.37960211,"per 100,000",,
Nepal,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,175.0549796,60.37395804,317.48447,"per 100,000",,
Nepal,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,171.7047769,59.31483319,310.187104,"per 100,000",,
Nepal,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,167.132742,58.21147477,301.5064693,"per 100,000",,
Nepal,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,164.7623371,57.83119425,296.2179092,"per 100,000",,
Nepal,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,159.9006384,56.65151709,287.5058708,"per 100,000",,
Nepal,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,155.2563534,54.89507197,278.5204297,"per 100,000",,
Nepal,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,149.4657755,53.377863,268.5549864,"per 100,000",,
Nepal,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,144.7058132,51.95757491,258.4814631,"per 100,000",,
Nepal,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,140.1283536,50.60286188,249.4256227,"per 100,000",,
Nepal,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,135.7553561,49.52866879,240.9966833,"per 100,000",,
Nepal,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,131.8631223,48.09549164,232.2362532,"per 100,000",,
Nepal,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.958387,47.37118297,229.0852638,"per 100,000",,
Nepal,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.2258759,47.48118681,227.7657541,"per 100,000",,
Nepal,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,128.7256006,47.72509655,227.1024129,"per 100,000",,
Nepal,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,130.7643619,48.24222595,228.9033795,"per 100,000",,
Nepal,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,133.8101403,49.1862043,230.9156334,"per 100,000",,
Nepal,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,137.7475988,50.83387528,235.9970524,"per 100,000",,
Nepal,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,142.7592577,52.47962831,244.5905469,"per 100,000",,
Nepal,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,147.4958695,53.72748302,253.4444521,"per 100,000",,
Nepal,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,152.6491409,56.29519934,262.2861791,"per 100,000",,
Nepal,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,158.0794013,57.27507763,269.8798171,"per 100,000",,
Nepal,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,164.9314529,59.19751956,278.7726061,"per 100,000",,
Nepal,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,171.0888157,62.61357425,285.3609,"per 100,000",,
Nepal,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,175.7112239,64.5520371,294.8033039,"per 100,000",,
Nepal,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,179.4852443,66.21699969,303.7122864,"per 100,000",,
Nepal,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,184.6875573,68.01912433,310.0549838,"per 100,000",,
Nepal,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,188.5817823,69.33177032,316.7981423,"per 100,000",,
Nepal,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,192.6702865,70.79082006,325.3869716,"per 100,000",,
Nepal,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.422446243,2.998373418,14.84897078,"per 100,000",,
Nepal,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.306264778,2.976294991,14.63208594,"per 100,000",,
Nepal,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.136231787,2.92143531,14.33704082,"per 100,000",,
Nepal,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.065476209,2.898399288,14.23963684,"per 100,000",,
Nepal,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.883746827,2.827255444,13.98155416,"per 100,000",,
Nepal,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.706262261,2.778405506,13.61230703,"per 100,000",,
Nepal,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.479149639,2.739952133,13.12256957,"per 100,000",,
Nepal,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.294813318,2.68984439,12.71710552,"per 100,000",,
Nepal,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.118994775,2.648754128,12.40182771,"per 100,000",,
Nepal,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.953442931,2.613878345,12.03954665,"per 100,000",,
Nepal,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.813157214,2.535972454,11.79361438,"per 100,000",,
Nepal,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.72695788,2.510803859,11.56699973,"per 100,000",,
Nepal,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.75000364,2.520953933,11.58867729,"per 100,000",,
Nepal,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.833908256,2.538800819,11.78864136,"per 100,000",,
Nepal,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,6.993652508,2.58253401,12.08871978,"per 100,000",,
Nepal,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.199880769,2.64298158,12.31601741,"per 100,000",,
Nepal,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.449322567,2.749766412,12.64654053,"per 100,000",,
Nepal,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,7.755310848,2.869068423,13.04809665,"per 100,000",,
Nepal,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.051546298,2.989537227,13.5819634,"per 100,000",,
Nepal,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.367518365,3.09226576,14.02396096,"per 100,000",,
Nepal,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.697383113,3.207879429,14.61466091,"per 100,000",,
Nepal,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.108237045,3.374113397,15.05348817,"per 100,000",,
Nepal,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.481672845,3.545591178,15.6377437,"per 100,000",,
Nepal,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.763453143,3.656593407,16.24677517,"per 100,000",,
Nepal,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.00112742,3.755189641,16.49590798,"per 100,000",,
Nepal,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.30828364,3.857521135,16.85164896,"per 100,000",,
Nepal,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.56313391,3.953280559,17.45899171,"per 100,000",,
Nepal,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.82614772,4.018666972,17.93324366,"per 100,000",,
Pakistan,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,79.67240847,29.61380051,136.8267611,"per 100,000",,
Pakistan,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,80.98855224,29.93295289,138.5052341,"per 100,000",,
Pakistan,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,80.06318576,29.56290356,138.2516512,"per 100,000",,
Pakistan,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,79.33194671,29.31853157,136.868242,"per 100,000",,
Pakistan,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,79.0346885,29.05748338,136.5250722,"per 100,000",,
Pakistan,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,80.01807495,29.26618754,137.8387648,"per 100,000",,
Pakistan,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,80.02178447,29.64005302,137.3192087,"per 100,000",,
Pakistan,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,80.44388963,29.62655,138.5125452,"per 100,000",,
Pakistan,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,78.68722695,29.30334237,135.5897178,"per 100,000",,
Pakistan,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,77.11441552,28.95262505,132.842458,"per 100,000",,
Pakistan,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,75.8309781,28.67780745,129.7933509,"per 100,000",,
Pakistan,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,74.63884204,28.29376259,127.4769608,"per 100,000",,
Pakistan,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,73.55656649,27.7131928,124.2497907,"per 100,000",,
Pakistan,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,72.65528835,27.21550524,122.2997704,"per 100,000",,
